Player,Overs,Mdns,Runs,WktsDescending,Econ,Inns,Opposition,Ground,Start Date,Team
MP Vaughan,5,1,15,0,3,4,New Zealand,Wellington,3/21/2002,England
CL Hooper,5,1,15,0,3,4,India,Kingston,5/18/2002,West Indies
ST Jayasuriya,8,2,15,0,1.87,1,England,Manchester,6/13/2002,Sri Lanka
NJ Astle,6,2,15,0,2.5,2,West Indies,St George's,6/28/2002,New Zealand
SR Tendulkar,6,0,15,0,2.5,2,England,Nottingham,8/8/2002,India
C White,8,2,15,0,1.87,3,India,Nottingham,8/8/2002,England
AB Agarkar,4,0,15,0,3.75,3,England,The Oval,9/5/2002,India
MN Samuels,3,1,15,0,5,3,Sri Lanka,Gros Islet,6/20/2003,West Indies
MA Butcher,2,0,15,0,7.5,1,South Africa,Birmingham,7/24/2003,England
M Zondeki,3,0,15,0,5,4,England,Leeds,8/21/2003,South Africa
SM Pollock,6,0,15,0,2.5,4,England,The Oval,9/4/2003,South Africa
RT Ponting,5,1,15,0,3,3,Zimbabwe,Perth,10/9/2003,Australia
Rajin Saleh,1,0,15,0,15,3,England,Chattogram,10/29/2003,Bangladesh
Z Khan,3,0,15,0,5,3,Australia,Brisbane,12/4/2003,India
SR Waugh,9,2,15,0,1.66,2,India,Adelaide,12/12/2003,Australia
CD McMillan,5.166666666666667,0,15,0,2.9,3,South Africa,Hamilton,3/10/2004,New Zealand
M Ntini,4,0,15,0,3.75,4,New Zealand,Hamilton,3/10/2004,South Africa
DL Vettori,5,1,15,0,3,1,South Africa,Auckland,3/18/2004,New Zealand
SM Katich,4,1,15,0,3.75,4,Sri Lanka,Colombo (SSC),3/24/2004,Australia
ST Jayasuriya,4,0,15,0,3.75,1,Zimbabwe,Bulawayo,5/14/2004,Sri Lanka
MS Kasprowicz,7,1,15,0,2.14,2,Sri Lanka,Darwin,7/1/2004,Australia
M Hayward,3,1,15,0,5,3,Sri Lanka,Colombo (SSC),8/11/2004,South Africa
GC Smith,4,0,15,0,3.75,3,Sri Lanka,Colombo (SSC),8/11/2004,South Africa
RR Sarwan,4,0,15,0,3.75,4,England,Manchester,8/12/2004,West Indies
RT Ponting,3,1,15,0,5,2,Pakistan,Perth,12/16/2004,Australia
N Boje,4,1,15,0,3.75,2,England,Cape Town,1/2/2005,South Africa
TM Dilshan,1,0,15,0,15,2,New Zealand,Wellington,4/11/2005,Sri Lanka
DBL Powell,6,2,15,0,2.5,3,South Africa,St John's,4/29/2005,West Indies
ST Jayasuriya,5,1,15,0,3,1,West Indies,Colombo (SSC),7/13/2005,Sri Lanka
RS Morton,5,0,15,0,3,3,Sri Lanka,Kandy,7/22/2005,West Indies
NJ Astle,5,0,15,0,3,3,Zimbabwe,Harare,8/7/2005,New Zealand
SP Jones,4,0,15,0,3.75,3,Australia,Nottingham,8/25/2005,England
PD Collingwood,4,1,15,0,3.75,1,Pakistan,Multan,11/12/2005,England
MS Panesar,4,1,15,0,3.75,4,India,Wankhede,3/18/2006,England
Umar Gul,3,0,15,0,5,3,Sri Lanka,Kandy,4/3/2006,Pakistan
HMCM Bandara,2,0,15,0,7.5,4,Pakistan,Kandy,4/3/2006,Sri Lanka
RR Sarwan,4,0,15,0,3.75,3,India,St John's,6/2/2006,West Indies
SJ Harmison,4,0,15,0,3.75,4,Australia,Adelaide,12/1/2006,England
MF Maharoof,3,0,15,0,5,4,New Zealand,Christchurch,12/7/2006,Sri Lanka
PL Harris,3,0,15,0,5,1,New Zealand,Centurion,11/16/2007,South Africa
SC Ganguly,3,1,15,0,5,1,Australia,Melbourne,12/26/2007,India
JH Kallis,6,1,15,0,2.5,2,Bangladesh,Chattogram,2/29/2008,South Africa
DW Steyn,2,0,15,0,7.5,4,India,Kanpur,4/11/2008,South Africa
A Symonds,11,4,15,0,1.36,2,West Indies,Kingston,5/22/2008,Australia
CL White,2,0,15,0,7.5,3,India,Nagpur,11/6/2008,Australia
Mohammad Ashraful,2,0,15,0,7.5,2,South Africa,Centurion,11/26/2008,Bangladesh
KP Pietersen,4,1,15,0,3.75,2,West Indies,Kingston,2/4/2009,England
KP Pietersen,3,0,15,0,5,4,West Indies,St John's,2/15/2009,England
JE Taylor,4,0,15,0,3.75,3,England,Bridgetown,2/26/2009,West Indies
MJ Clarke,4,0,15,0,3.75,3,England,Lord's,7/16/2009,Australia
SJ Harmison,4,1,15,0,3.75,2,Australia,The Oval,8/20/2009,England
JD Ryder,3,0,15,0,5,3,Sri Lanka,Colombo (SSC),8/26/2009,New Zealand
CH Gayle,9,1,15,0,1.66,2,Australia,Adelaide,12/4/2009,West Indies
Mohammad Asif,5,0,15,0,3,4,New Zealand,Napier,12/11/2009,Pakistan
Yuvraj Singh,5,1,15,0,3,2,Bangladesh,Chattogram,1/17/2010,India
KP Pietersen,7,1,15,0,2.14,4,Bangladesh,Chattogram,3/12/2010,England
TM Dilshan,2,0,15,0,7.5,2,India,Colombo (PSS),8/3/2010,Sri Lanka
SK Raina,7,2,15,0,2.14,1,New Zealand,Hyderabad,11/12/2010,India
Younis Khan,3,0,15,0,5,3,South Africa,Dubai (DSC),11/12/2010,Pakistan
TM Dilshan,3,0,15,0,5,1,West Indies,Galle,11/15/2010,Sri Lanka
KAJ Roach,5,0,15,0,3,3,Sri Lanka,Colombo (RPS),11/23/2010,West Indies
JM Anderson,5,2,15,0,3,4,Australia,Brisbane,11/25/2010,England
BV Vitori,2,0,15,0,7.5,4,Pakistan,Bulawayo,9/1/2011,Zimbabwe
CKB Kulasekara,3,0,15,0,5,4,Pakistan,Sharjah,11/3/2011,Sri Lanka
I Sharma,8,2,15,0,1.87,3,West Indies,Wankhede,11/22/2011,India
MEK Hussey,5,0,15,0,3,2,India,Melbourne,12/26/2011,Australia
TA Boult,9,4,15,0,1.66,3,Zimbabwe,Napier,1/26/2012,New Zealand
JH Kallis,4,1,15,0,3.75,4,New Zealand,Dunedin,3/7/2012,South Africa
SR Watson,3,1,15,0,5,4,West Indies,Port of Spain,4/15/2012,Australia
TA Boult,4,1,15,0,3.75,4,Sri Lanka,Galle,11/17/2012,New Zealand
JEC Franklin,3,0,15,0,5,4,Sri Lanka,Galle,11/17/2012,New Zealand
MN Samuels,2,0,15,0,7.5,1,Bangladesh,Khulna,11/21/2012,West Indies
CH Gayle,4,0,15,0,3.75,3,Bangladesh,Khulna,11/21/2012,West Indies
HMRKB Herath,4,0,15,0,3.75,4,Bangladesh,Galle,3/8/2013,Sri Lanka
DJG Sammy,5,1,15,0,3,1,Zimbabwe,Roseau,3/20/2013,West Indies
E Chigumbura,2,0,15,0,7.5,1,Pakistan,Harare,9/3/2013,Zimbabwe
Marshall Ayub,2,0,15,0,7.5,1,New Zealand,Chattogram,10/9/2013,Bangladesh
SPD Smith,4,1,15,0,3.75,4,England,Brisbane,11/21/2013,Australia
AD Mathews,7,3,15,0,2.14,2,Pakistan,Sharjah,1/16/2014,Sri Lanka
MR Marsh,4,1,15,0,3.75,3,Pakistan,Abu Dhabi,10/30/2014,Australia
J Blackwood,3.5,0,15,0,4.28,1,South Africa,Centurion,12/17/2014,West Indies
J Blackwood,3,0,15,0,5,2,Australia,Roseau,6/3/2015,West Indies
AC Voges,2,0,15,0,7.5,3,West Indies,Roseau,6/3/2015,Australia
JP Duminy,4,0,15,0,3.75,2,Bangladesh,Chattogram,7/21/2015,South Africa
KAJ Roach,6,1,15,0,2.5,3,Sri Lanka,Colombo (PSS),10/22/2015,West Indies
K Rabada,5,1,15,0,3,3,India,Nagpur,11/25/2015,South Africa
MR Marsh,7,4,15,0,2.14,2,West Indies,Melbourne,12/26/2015,Australia
MR Marsh,4,1,15,0,3.75,1,West Indies,Sydney,1/3/2016,Australia
JO Holder,4,1,15,0,3.75,2,Australia,Sydney,1/3/2016,West Indies
GC Viljoen,4,2,15,0,3.75,4,England,Johannesburg,1/14/2016,South Africa
MR Marsh,6,1,15,0,2.5,1,New Zealand,Wellington,2/12/2016,Australia
ST Finn,7,3,15,0,2.14,2,Sri Lanka,Chester-le-Street,5/27/2016,England
DM de Silva,4,0,15,0,3.75,4,Australia,Colombo (SSC),8/13/2016,Sri Lanka
CR Woakes,7,2,15,0,2.14,2,Bangladesh,Chattogram,10/20/2016,England
DM de Silva,3,0,15,0,5,3,South Africa,Cape Town,1/2/2017,Sri Lanka
HWR Cartwright,4,0,15,0,3.75,2,Pakistan,Sydney,1/3/2017,Australia
B Kumar,8,4,15,0,1.87,4,Bangladesh,Hyderabad,2/9/2017,India
Asad Shafiq,2,0,15,0,7.5,4,West Indies,Roseau,5/10/2017,Pakistan
Mominul Haque,2,0,15,0,7.5,1,South Africa,Potchefstroom,9/28/2017,Bangladesh
Sabbir Rahman,5,1,15,0,3,1,South Africa,Potchefstroom,9/28/2017,Bangladesh
AL Phehlukwayo,3,0,15,0,5,3,India,Johannesburg,1/24/2018,South Africa
HH Pandya,6,1,15,0,2.5,4,South Africa,Johannesburg,1/24/2018,India
MA Starc,3,0,15,0,5,4,South Africa,Gqeberha,3/9/2018,Australia
D Bishoo,11,3,15,0,1.36,1,Sri Lanka,Gros Islet,6/14/2018,West Indies
SM Curran,5,1,15,0,3,4,Sri Lanka,Galle,11/6/2018,England
JE Root,5,0,15,0,3,4,Sri Lanka,Pallekele,11/14/2018,England
C de Grandhomme,3,0,15,0,5,4,Pakistan,Abu Dhabi,11/16/2018,New Zealand
TJ Murtagh,5,3,15,0,3,4,Afghanistan,Dehradun,3/15/2019,Ireland
DT Tiripano,16,10,15,0,0.93,4,Sri Lanka,Harare,1/27/2020,Zimbabwe
C Green,9,2,15,0,1.66,1,India,Adelaide,12/17/2020,Australia
KR Mayers,8,2,15,0,1.87,2,Bangladesh,Mirpur,2/11/2021,West Indies
JE Root,4,0,15,0,3.75,3,India,Chennai,2/13/2021,England
MJ Leach,4,1,15,0,3.75,4,India,Ahmedabad,2/24/2021,England
PWH de Silva,9,0,15,0,1.66,3,Bangladesh,Pallekele,4/21/2021,Sri Lanka
JE Root,6,1,15,0,2.5,3,India,Leeds,8/25/2021,England
KA Jamieson,8,2,15,0,1.87,3,India,Wankhede,12/3/2021,New Zealand
AR Border,3,0,16,0,5.33,2,England,Leeds,6/13/1985,Australia
KC Wessels,3,0,16,0,5.33,1,England,The Oval,8/29/1985,Australia
JG Thomas,4,0,16,0,4,4,New Zealand,Nottingham,8/7/1986,England
DR Pringle,2,0,16,0,8,4,New Zealand,Nottingham,8/7/1986,England
PH Edmonds,4,1,16,0,4,4,New Zealand,Nottingham,8/7/1986,England
SR Waugh,4,1,16,0,4,4,India,Chennai,9/18/1986,Australia
N Kapil Dev,6,1,16,0,2.66,1,Australia,Wankhede,10/15/1986,India
Wasim Akram,9,2,16,0,1.77,2,West Indies,Lahore,11/7/1986,Pakistan
GRJ Matthews,7,1,16,0,2.28,4,England,Brisbane,11/14/1986,Australia
S Wettimuny,2,0,16,0,8,2,India,Kanpur,12/17/1986,Sri Lanka
JE Emburey,4,0,16,0,4,1,Australia,Melbourne,12/26/1986,England
SR Waugh,8,4,16,0,2,2,England,Melbourne,12/26/1986,Australia
HA Gomes,4,1,16,0,4,2,New Zealand,Christchurch,3/12/1987,West Indies
MW Gatting,9,3,16,0,1.77,2,Pakistan,Leeds,7/2/1987,England
EE Hemmings,7,3,16,0,2.28,4,Pakistan,Faisalabad,12/7/1987,England
M Amarnath,3.8333333333333335,0,16,0,4.17,1,West Indies,Eden Gardens,12/26/1987,India
JG Bracewell,6,1,16,0,2.66,1,England,Christchurch,2/12/1988,New Zealand
JE Emburey,10,4,16,0,1.6,4,New Zealand,Christchurch,2/12/1988,England
DJ Capel,13,5,16,0,1.23,4,New Zealand,Christchurch,2/12/1988,England
GR Dilley,4,0,16,0,4,4,West Indies,Leeds,7/21/1988,England
JR Ratnayeke,7,1,16,0,2.28,4,England,Lord's,8/25/1988,Sri Lanka
N Kapil Dev,4,0,16,0,4,4,New Zealand,Bengaluru,11/12/1988,India
PL Taylor,7,3,16,0,2.28,1,West Indies,Melbourne,12/24/1988,Australia
AH Jones,3,0,16,0,5.33,1,Pakistan,Auckland,2/24/1989,New Zealand
IVA Richards,6,0,16,0,2.66,3,India,Bridgetown,4/7/1989,West Indies
IR Bishop,11,4,16,0,1.45,2,India,Port of Spain,4/15/1989,West Indies
C Sharma,2,0,16,0,8,4,West Indies,Kingston,4/28/1989,India
MA Atherton,2,0,16,0,8,4,Australia,Brisbane,11/23/1990,England
AP Gurusinha,7,0,16,0,2.28,3,New Zealand,Wellington,1/31/1991,Sri Lanka
GRJ Matthews,2,0,16,0,8,1,England,Perth,2/1/1991,Australia
Imran Khan,9,1,16,0,1.77,1,Sri Lanka,Sialkot,12/12/1991,Pakistan
CPH Ramanayake,10,2,16,0,1.6,1,Pakistan,Gujranwala,12/20/1991,Sri Lanka
ME Waugh,8,1,16,0,2,1,India,Melbourne,12/26/1991,Australia
SR Tendulkar,4,1,16,0,4,2,Australia,Melbourne,12/26/1991,India
JC Adams,5,0,16,0,3.2,4,South Africa,Bridgetown,4/18/1992,West Indies
PV Simmons,7,2,16,0,2.28,1,Australia,Brisbane,11/27/1992,West Indies
DE Malcolm,6,1,16,0,2.66,4,India,Eden Gardens,1/29/1993,England
IDK Salisbury,6,3,16,0,2.66,4,India,Eden Gardens,1/29/1993,England
CPH Ramanayake,3,0,16,0,5.33,3,England,Colombo (SSC),3/13/1993,Sri Lanka
AC Cummins,5,1,16,0,3.2,4,Pakistan,Port of Spain,4/16/1993,West Indies
ME Waugh,6,1,16,0,2.66,2,England,Lord's,6/17/1993,Australia
Aamer Sohail,2,0,16,0,8,4,Zimbabwe,Karachi,12/1/1993,Pakistan
Shoaib Mohammad,4,1,16,0,4,4,Zimbabwe,Rawalpindi,12/9/1993,Pakistan
WJ Cronje,8,3,16,0,2,2,England,The Oval,8/18/1994,South Africa
Aamer Malik,5,2,16,0,3.2,1,Australia,Rawalpindi,10/5/1994,Pakistan
GW Flower,8,2,16,0,2,1,Sri Lanka,Harare,10/11/1994,Zimbabwe
CE Eksteen,7,1,16,0,2.28,2,Pakistan,Johannesburg,1/19/1995,South Africa
JC Adams,4,0,16,0,4,3,Australia,St John's,4/8/1995,West Indies
BP Julian,3,0,16,0,5.33,4,West Indies,Port of Spain,4/21/1995,Australia
CEL Ambrose,5,1,16,0,3.2,4,England,Manchester,7/27/1995,West Indies
AP Gurusinha,3,0,16,0,5.33,4,Pakistan,Sialkot,9/22/1995,Sri Lanka
J Srinath,8,3,16,0,2,2,New Zealand,Cuttack,11/8/1995,India
BM McMillan,14,6,16,0,1.14,4,England,Gqeberha,12/26/1995,South Africa
BM McMillan,7,3,16,0,2.28,3,England,Cape Town,1/2/1996,South Africa
GA Hick,7,2,16,0,2.28,3,Pakistan,Lord's,7/25/1996,England
GW Flower,4,1,16,0,4,1,Sri Lanka,Colombo (RPS),9/11/1996,Zimbabwe
Wasim Akram,5,0,16,0,3.2,3,Zimbabwe,Sheikhupura,10/17/1996,Pakistan
ME Waugh,4,1,16,0,4,2,West Indies,Brisbane,11/22/1996,Australia
GJ Whittall,14,6,16,0,1.14,3,England,Harare,12/26/1996,Zimbabwe
WJ Cronje,9,5,16,0,1.77,2,India,Cape Town,1/2/1997,South Africa
BKV Prasad,7,1,16,0,2.28,3,South Africa,Cape Town,1/2/1997,India
AJ Bichel,8,4,16,0,2,3,West Indies,Adelaide,1/25/1997,Australia
BC Lara,3,0,16,0,5.33,4,India,Kingston,3/6/1997,West Indies
SR Waugh,4.5,0,16,0,3.55,3,South Africa,Gqeberha,3/14/1997,Australia
GS Blewett,7.5,3,16,0,2.13,3,South Africa,Gqeberha,3/14/1997,Australia
PA de Silva,4,0,16,0,4,2,Pakistan,Colombo (RPS),4/19/1997,Sri Lanka
Azhar Mahmood,7,2,16,0,2.28,3,South Africa,Faisalabad,10/24/1997,Pakistan
PL Symcox,5,0,16,0,3.2,2,Pakistan,Johannesburg,2/14/1998,South Africa
NAM McLean,7,0,16,0,2.28,3,England,Bridgetown,3/12/1998,West Indies
CZ Harris,4,1,16,0,4,4,Sri Lanka,Colombo (RPS),5/27/1998,New Zealand
HDPK Dharmasena,6,0,16,0,2.66,3,New Zealand,Galle,6/3/1998,Sri Lanka
A Flintoff,6,1,16,0,2.66,3,South Africa,Nottingham,7/23/1998,England
MA Butcher,11,2,16,0,1.45,2,Sri Lanka,The Oval,8/27/1998,England
GP Wickramasinghe,4,0,16,0,4,3,England,The Oval,8/27/1998,Sri Lanka
PA de Silva,10.5,3,16,0,1.52,3,England,The Oval,8/27/1998,Sri Lanka
RR Singh,6,2,16,0,2.66,1,Zimbabwe,Harare,10/7/1998,India
RR Singh,4,2,16,0,4,3,Zimbabwe,Harare,10/7/1998,India
CEL Ambrose,4,0,16,0,4,4,South Africa,Durban,12/26/1998,West Indies
S Chanderpaul,5,1,16,0,3.2,1,South Africa,Centurion,1/15/1999,West Indies
SR Tendulkar,5,0,16,0,3.2,2,Sri Lanka,Colombo (SSC),2/24/1999,India
WJ Cronje,5,3,16,0,3.2,1,New Zealand,Wellington,3/18/1999,South Africa
MP Vaughan,3,0,16,0,5.33,1,South Africa,Gqeberha,12/9/1999,England
GS Blewett,2,0,16,0,8,3,India,Sydney,1/2/2000,Australia
A Flintoff,4,0,16,0,4,2,South Africa,Cape Town,1/2/2000,England
CH Gayle,9,4,16,0,1.77,1,Pakistan,Georgetown,5/5/2000,West Indies
RR Sarwan,2,0,16,0,8,1,Pakistan,St John's,5/25/2000,West Indies
CEL Ambrose,14,8,16,0,1.14,3,England,Birmingham,6/15/2000,West Indies
WPUJC Vaas,12,6,16,0,1.33,2,South Africa,Galle,7/20/2000,Sri Lanka
PA de Silva,5,2,16,0,3.2,1,South Africa,Colombo (SSC),8/6/2000,Sri Lanka
GJ Rennie,3,0,16,0,5.33,1,New Zealand,Harare,9/19/2000,Zimbabwe
N Boje,3,0,16,0,5.33,1,New Zealand,Johannesburg,12/8/2000,South Africa
DNT Zoysa,2,0,16,0,8,4,England,Kandy,3/7/2001,Sri Lanka
CL Hooper,13,4,16,0,1.23,3,Sri Lanka,Kandy,11/21/2001,West Indies
IR Siddiqui,8,3,16,0,2,3,England,Mohali,12/3/2001,India
SR Waugh,3,0,16,0,5.33,3,South Africa,Cape Town,3/8/2002,Australia
CL Hooper,12,4,16,0,1.33,2,India,Georgetown,4/11/2002,West Indies
SC Ganguly,3,1,16,0,5.33,1,England,Lord's,7/25/2002,India
SB Styris,4,0,16,0,4,3,India,Wellington,12/12/2002,New Zealand
T Yohannan,9,4,16,0,1.77,2,New Zealand,Hamilton,12/19/2002,India
SR Waugh,7,2,16,0,2.28,2,West Indies,Port of Spain,4/19/2003,Australia
A Flintoff,2,0,16,0,8,3,South Africa,Birmingham,7/24/2003,England
D Pretorius,3,0,16,0,5.33,3,England,Lord's,7/31/2003,South Africa
Mushfiqur Rahman,3,1,16,0,5.33,4,England,Dhaka,10/21/2003,Bangladesh
GC Smith,3,0,16,0,5.33,2,Pakistan,Faisalabad,10/24/2003,South Africa
NB Mahwire,2,0,16,0,8,3,West Indies,Bulawayo,11/12/2003,Zimbabwe
SR Waugh,7,3,16,0,2.28,2,India,Brisbane,12/4/2003,Australia
SM Katich,2,0,16,0,8,2,India,Brisbane,12/4/2003,Australia
SM Katich,4,0,16,0,4,3,India,Melbourne,12/26/2003,Australia
A Nehra,6,3,16,0,2.66,4,Australia,Melbourne,12/26/2003,India
ST Jayasuriya,5,0,16,0,3.2,3,Australia,Kandy,3/16/2004,Sri Lanka
A Symonds,3,0,16,0,5.33,4,Sri Lanka,Kandy,3/16/2004,Australia
SM Pollock,5,1,16,0,3.2,4,New Zealand,Auckland,3/18/2004,South Africa
PT Collins,4,0,16,0,4,4,England,Bridgetown,4/1/2004,West Indies
JA Rudolph,9,2,16,0,1.77,1,Sri Lanka,Galle,8/4/2004,South Africa
JA Rudolph,4,0,16,0,4,1,Sri Lanka,Colombo (SSC),8/11/2004,South Africa
GC Smith,7,1,16,0,2.28,4,India,Eden Gardens,11/28/2004,South Africa
SC Ganguly,4,2,16,0,4,1,Bangladesh,Dhaka,12/10/2004,India
Imran Farhat,5,2,16,0,3.2,4,Australia,Melbourne,12/26/2004,Pakistan
Mohammad Asif,2,0,16,0,8,4,Australia,Sydney,1/2/2005,Pakistan
AB de Villiers,7,0,16,0,2.28,1,Zimbabwe,Centurion,3/11/2005,South Africa
WW Hinds,14,5,16,0,1.14,3,South Africa,Georgetown,3/31/2005,West Indies
CH Gayle,11,3,16,0,1.45,4,South Africa,Port of Spain,4/8/2005,West Indies
FH Edwards,5,1,16,0,3.2,4,Australia,Hobart,11/17/2005,West Indies
Shahid Afridi,7,2,16,0,2.28,4,England,Faisalabad,11/20/2005,Pakistan
SC Ganguly,2,0,16,0,8,2,Sri Lanka,Chennai,12/2/2005,India
SR Tendulkar,2,0,16,0,8,1,Pakistan,Lahore,1/13/2006,India
Shahid Afridi,4,0,16,0,4,4,India,Faisalabad,1/21/2006,Pakistan
IK Pathan,6,1,16,0,2.66,3,England,Mohali,3/9/2006,India
AJ Hall,5,1,16,0,3.2,4,Australia,Cape Town,3/16/2006,South Africa
IDR Bradshaw,4,0,16,0,4,4,New Zealand,Wellington,3/17/2006,West Indies
A Symonds,11,3,16,0,1.45,2,South Africa,Durban,3/24/2006,Australia
PD Collingwood,9,2,16,0,1.77,3,Sri Lanka,Lord's,5/11/2006,England
FH Edwards,5.666666666666667,2,16,0,2.82,3,India,St John's,6/2/2006,West Indies
RS Bopara,8,3,16,0,2,3,Sri Lanka,Kandy,12/1/2007,England
Mohammad Ashraful,2,0,16,0,8,2,New Zealand,Wellington,1/12/2008,Bangladesh
AG Prince,3,0,16,0,5.33,2,India,Chennai,3/26/2008,South Africa
MJ Clarke,6,3,16,0,2.66,4,West Indies,North Sound,5/30/2008,Australia
KP Pietersen,4,0,16,0,4,4,South Africa,Birmingham,7/30/2008,England
Naeem Islam,12,2,16,0,1.33,4,New Zealand,Chattogram,10/17/2008,Bangladesh
A Mishra,8,1,16,0,2,4,England,Mohali,12/19/2008,India
RR Sarwan,3,0,16,0,5.33,3,England,Bridgetown,2/26/2009,West Indies
TM Dilshan,3,0,16,0,5.33,2,India,Brabourne,12/2/2009,Sri Lanka
JP Duminy,5,0,16,0,3.2,2,England,Cape Town,1/3/2010,South Africa
SR Tendulkar,2,0,16,0,8,2,New Zealand,Ahmedabad,11/4/2010,India
JH Kallis,8,3,16,0,2,2,Pakistan,Dubai (DSC),11/12/2010,South Africa
DJG Sammy,4,1,16,0,4,3,Sri Lanka,Colombo (RPS),11/23/2010,West Indies
MJ Guptill,3,0,16,0,5.33,4,Pakistan,Wellington,1/15/2011,New Zealand
MS Dhoni,2,0,16,0,8,3,England,Lord's,7/21/2011,India
MJ Clarke,6,0,16,0,2.66,4,Sri Lanka,Galle,8/31/2011,Australia
MJ Clarke,3,0,16,0,5.33,3,Sri Lanka,Pallekele,9/8/2011,Australia
PM Siddle,4,1,16,0,4,2,South Africa,Cape Town,11/9/2011,Australia
S Randiv,3,0,16,0,5.33,4,England,Colombo (PSS),4/3/2012,Sri Lanka
KAJ Roach,5,2,16,0,3.2,4,England,Nottingham,5/25/2012,West Indies
PP Ojha,4,0,16,0,4,4,England,Wankhede,11/23/2012,India
Rubel Hossain,3,0,16,0,5.33,4,Sri Lanka,Colombo (RPS),3/16/2013,Bangladesh
MG Johnson,2,0,16,0,8,4,India,Delhi,3/22/2013,Australia
E Chigumbura,3,0,16,0,5.33,2,Bangladesh,Harare,4/17/2013,Zimbabwe
KO Meth,12,5,16,0,1.33,4,Bangladesh,Harare,4/17/2013,Zimbabwe
SPD Smith,8,3,16,0,2,2,England,The Oval,8/21/2013,Australia
PM Siddle,3,0,16,0,5.33,4,England,The Oval,8/21/2013,Australia
ST Gabriel,5,1,16,0,3.2,4,New Zealand,Dunedin,12/3/2013,West Indies
RA Jadeja,4,0,16,0,4,4,South Africa,Durban,12/26/2013,India
MM Ali,3,0,16,0,5.33,1,Sri Lanka,Leeds,6/20/2014,England
AD Mathews,10,3,16,0,1.6,4,England,Leeds,6/20/2014,Sri Lanka
KS Williamson,3,0,16,0,5.33,4,West Indies,Bridgetown,6/26/2014,New Zealand
RAS Lakmal,6,2,16,0,2.66,4,New Zealand,Christchurch,12/26/2014,Sri Lanka
JE Root,8,4,16,0,2,4,West Indies,Bridgetown,5/1/2015,England
SPD Smith,2,0,16,0,8,3,West Indies,Roseau,6/3/2015,Australia
AD Mathews,9,4,16,0,1.77,1,Pakistan,Colombo (PSS),6/25/2015,Sri Lanka
J Mubarak,3.1666666666666665,0,16,0,5.05,4,Pakistan,Pallekele,7/3/2015,Sri Lanka
BB McCullum,2,0,16,0,8,1,Australia,Perth,11/13/2015,New Zealand
SPD Smith,4,0,16,0,4,2,New Zealand,Perth,11/13/2015,Australia
AD Mathews,6,2,16,0,2.66,1,England,Chester-le-Street,5/27/2016,Sri Lanka
N Pradeep,6,3,16,0,2.66,4,Australia,Pallekele,7/26/2016,Sri Lanka
Kamrul Islam Rabbi,3,0,16,0,5.33,2,England,Mirpur,10/28/2016,Bangladesh
Azhar Ali,6,0,16,0,2.66,2,West Indies,Sharjah,10/30/2016,Pakistan
SC Cook,2,0,16,0,8,4,Australia,Perth,11/3/2016,South Africa
Yasir Shah,4,0,16,0,4,2,New Zealand,Christchurch,11/17/2016,Pakistan
BA Stokes,4,0,16,0,4,4,India,Mohali,11/26/2016,England
Mahmudullah,5,0,16,0,3.2,1,India,Hyderabad,2/9/2017,Bangladesh
N Wagner,5,0,16,0,3.2,3,South Africa,Hamilton,3/25/2017,New Zealand
BKG Mendis,4,0,16,0,4,3,Zimbabwe,Colombo (RPS),7/14/2017,Sri Lanka
HWR Cartwright,5,1,16,0,3.2,1,Bangladesh,Chattogram,9/4/2017,Australia
JO Holder,6,1,16,0,2.66,4,England,Lord's,9/7/2017,West Indies
Sabbir Rahman,2,0,16,0,8,1,South Africa,Bloemfontein,10/6/2017,Bangladesh
JE Root,4,0,16,0,4,1,Australia,Adelaide,12/2/2017,England
CBRLS Kumara,6,0,16,0,2.66,3,Bangladesh,Chattogram,1/31/2018,Sri Lanka
K Rabada,8,3,16,0,2,4,Australia,Johannesburg,3/30/2018,South Africa
Asghar Afghan,2,0,16,0,8,1,India,Bengaluru,6/14/2018,Afghanistan
D Bishoo,5,1,16,0,3.2,3,Bangladesh,North Sound,7/4/2018,West Indies
UT Yadav,3,0,16,0,5.33,3,West Indies,Rajkot,10/4/2018,India
Haris Sohail,9,1,16,0,1.77,4,Australia,Dubai (DSC),10/7/2018,Pakistan
DM de Silva,5,0,16,0,3.2,1,England,Colombo (SSC),11/23/2018,Sri Lanka
Haris Sohail,4,0,16,0,4,3,New Zealand,Dubai (DSC),11/24/2018,Pakistan
Asad Shafiq,4,0,16,0,4,2,South Africa,Cape Town,1/3/2019,Pakistan
JL Denly,3,0,16,0,5.33,4,West Indies,Gros Islet,2/9/2019,England
KA Maharaj,3,0,16,0,5.33,2,Sri Lanka,Durban,2/13/2019,South Africa
BA Stokes,3,1,16,0,5.33,4,Australia,Lord's,8/14/2019,England
M Labuschagne,6,0,16,0,2.66,4,England,Leeds,8/22/2019,Australia
Ebadot Hossain,5,1,16,0,3.2,3,Zimbabwe,Mirpur,2/22/2020,Bangladesh
CAK Rajitha,2.1666666666666665,0,16,0,7.38,2,South Africa,Centurion,12/26/2020,Sri Lanka
PWH de Silva,2.333333333333333,0,16,0,6.85,4,South Africa,Johannesburg,1/3/2021,Sri Lanka
KR Mayers,7,2,16,0,2.28,1,Bangladesh,Chattogram,2/3/2021,West Indies
Shakib Al Hasan,6,1,16,0,2.66,2,West Indies,Chattogram,2/3/2021,Bangladesh
